Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Year,Month,Day,Investigation Time
5067,97,5,50,2,1,2,3,4,1,10,1,1
4950,98,5,43,2,6,0,0,4,2,3,1,1
8173,99,4,53,3,4,2,3,0,4,11,2,1
6913,100,1,80,0,0,1,0,4,0,8,0,0
2191,101,1,12,0,3,0,0,5,2,4,1,2
1883,102,2,65,4,6,3,1,2,0,10,2,0
7927,103,2,65,4,0,3,0,2,0,6,2,0
9214,104,4,72,3,3,2,3,2,2,3,2,0
2368,105,0,58,2,0,0,0,0,2,5,2,1
5585,106,0,19,0,1,4,2,3,3,5,2,2
6812,107,5,55,2,0,0,0,3,1,6,1,1
4044,108,4,90,0,4,0,1,0,1,8,3,0
1135,109,1,71,1,1,1,0,4,2,4,5,0
8798,110,0,65,0,0,3,0,0,0,1,0,0
4090,111,0,22,0,1,2,3,3,2,3,1,2
7715,112,3,42,4,2,2,3,3,2,6,0,1
773,113,5,55,2,0,3,0,4,4,7,1,1
2372,114,1,39,1,0,0,0,1,2,11,5,1
4112,115,5,50,2,0,4,0,4,2,6,1,1
7287,116,2,42,2,0,2,0,2,2,3,5,1
4258,117,2,25,4,0,2,0,2,0,4,6,2
8029,118,3,63,4,4,4,1,0,3,3,5,0
6030,119,0,1,0,3,4,2,0,0,9,5,2
3385,120,5,80,0,5,0,0,1,2,3,6,0
4742,63,1,66,4,1,1,0,4,2,9,6,0
3434,121,3,76,4,2,0,2,2,1,7,5,0
4122,122,0,13,2,3,1,2,0,1,3,6,2
9241,123,1,66,0,1,4,0,1,2,4,6,0
1238,124,1,85,4,1,0,0,4,3,9,6,0
6356,125,0,68,2,1,3,2,0,2,6,2,0
3156,126,3,33,3,4,2,0,5,2,6,0,1
518,127,2,47,4,0,3,0,3,1,4,0,1
5854,128,4,12,3,1,0,1,0,3,8,5,2
8265,55,2,97,2,6,2,0,2,4,0,3,3
9512,129,2,34,2,3,3,1,2,2,4,0,1
97,130,0,20,0,0,3,0,0,3,6,6,2
6749,131,0,71,0,2,0,3,3,5,6,3,0
1528,64,1,5,1,1,1,0,1,0,10,4,2
8881,132,4,18,3,4,0,3,2,1,5,2,2
120,133,0,29,0,0,0,0,3,2,1,6,2
7868,134,3,58,4,2,1,3,3,4,2,5,1
6583,135,3,95,3,2,0,3,3,0,10,0,3
34,136,0,48,0,2,4,2,0,1,7,6,1
7964,137,3,80,1,4,2,2,3,1,1,6,0
6900,138,1,60,4,1,0,3,5,4,1,3,1
5478,139,0,61,0,2,1,3,0,2,1,3,0
1080,140,4,67,3,4,2,0,4,1,5,4,0
1362,0,1,79,1,3,2,1,4,0,0,0,0
4794,141,0,65,0,0,2,0,0,1,2,1,0
6065,61,2,46,2,2,0,0,2,1,1,5,1
6100,142,5,55,2,1,0,0,3,4,11,6,1
3856,143,0,75,2,2,3,3,0,1,5,4,0
8533,144,5,82,4,0,4,0,4,1,5,2,0
5323,145,5,77,2,6,1,0,4,0,8,0,0
6967,146,4,71,3,1,4,3,2,1,2,0,0
5363,147,0,27,1,1,3,2,0,2,10,2,2
32,148,1,94,1,0,4,0,4,1,4,3,3
5734,149,4,20,3,4,2,3,0,4,0,4,2
4431,150,2,25,4,2,1,0,3,0,5,4,2
30,89,3,31,4,4,4,1,3,2,3,1,1
4244,151,4,26,0,5,3,3,0,0,5,3,2
7580,152,1,43,1,1,1,0,1,2,10,4,1
743,153,0,26,0,3,0,2,3,1,9,2,2
2090,154,5,47,2,0,3,0,4,3,10,4,1
107,155,3,19,4,2,0,2,2,2,7,3,2
9741,156,3,29,1,4,1,0,3,5,6,2,2
8984,157,5,22,2,1,0,0,4,0,6,5,2
8097,158,0,90,0,0,2,0,0,3,5,6,0
2259,159,0,26,0,2,4,2,3,3,2,2,2
1003,160,4,82,4,1,3,0,4,0,4,1,0
9507,161,2,69,2,0,4,0,2,3,5,4,0
7129,162,0,82,0,2,2,3,3,0,2,3,0
6858,163,2,15,2,0,0,0,3,0,11,4,2
365,164,4,29,3,1,2,1,5,0,7,6,2
309,165,1,48,1,1,0,0,0,4,3,1,1
2656,166,2,30,2,3,1,0,3,1,6,5,2
9055,167,2,45,2,2,4,0,3,1,6,2,1
4559,168,0,63,2,2,3,2,3,3,11,6,0
5970,169,1,19,1,3,4,0,4,3,3,3,2
8398,170,1,18,1,0,2,0,5,1,5,1,2
3134,171,0,65,0,0,3,0,0,2,6,3,0
5763,137,5,12,2,0,0,0,4,1,1,6,2
3937,172,1,79,0,0,1,0,2,0,6,6,0
5497,173,2,57,2,0,1,0,3,1,3,5,1
8007,174,5,22,0,0,1,0,4,2,1,5,2
629,38,4,52,0,4,0,3,4,3,1,0,1
7306,175,5,8,2,1,3,0,4,4,7,6,2
2526,176,1,88,1,1,1,3,5,2,7,0,0
721,177,4,17,0,4,1,1,1,0,3,5,2
8489,178,3,54,4,2,1,2,2,3,8,3,1
2887,179,3,69,0,4,0,3,3,3,8,4,0
4312,180,0,43,3,2,1,2,0,0,2,6,1
2940,181,2,55,2,3,1,1,2,0,11,3,1
8160,182,0,5,3,2,0,2,3,1,0,5,2
4562,183,5,88,0,1,4,0,3,4,1,4,0
1276,184,0,23,2,2,2,2,0,1,9,2,2
3194,185,2,4,4,2,4,0,2,4,0,1,2
980,186,0,3,0,0,4,0,0,2,0,1,2
3952,187,5,53,2,6,2,1,3,0,1,2,1
5250,188,1,65,0,1,2,0,5,0,9,4,0
8936,189,2,88,2,6,2,3,2,3,9,5,0
264,190,3,73,4,2,0,1,3,1,6,3,0
3829,191,4,24,3,4,2,3,0,2,2,2,2
9294,165,5,35,1,1,4,0,4,4,3,1,1
495,192,2,1,2,3,1,0,3,4,3,6,2
7984,193,2,15,4,3,0,0,2,4,8,6,2
526,194,1,14,0,1,0,0,1,2,7,6,2
8427,195,2,80,2,3,4,0,2,3,3,6,0
316,196,0,28,0,0,2,0,0,4,7,1,2
3266,197,0,98,0,3,1,3,0,0,3,1,3
8009,198,5,85,2,5,2,0,4,3,1,2,0
7530,118,2,88,4,0,3,0,3,3,3,5,0
9881,199,0,60,2,1,2,2,3,4,7,6,1
5235,200,3,16,4,4,2,2,1,0,11,1,2
8156,201,4,4,3,3,3,0,2,3,6,5,2
6567,202,3,23,3,4,0,2,2,2,4,4,2
6859,203,2,16,4,0,0,0,3,2,2,6,2
7849,204,2,62,1,3,2,3,2,1,4,4,0
2767,205,4,47,3,4,3,2,4,1,6,0,1
7918,206,0,6,2,1,2,1,0,4,10,5,2
6325,207,1,73,3,1,1,3,4,2,4,4,0
8289,208,3,78,3,4,2,1,2,4,7,6,0
1261,209,2,85,2,3,1,0,3,3,8,3,0
9427,210,1,38,1,1,1,0,4,1,0,1,1
4236,63,5,53,4,0,3,0,1,2,9,6,1
8077,211,5,62,2,0,2,0,4,4,4,2,0
7450,212,3,66,3,2,4,3,4,3,8,2,0
3470,213,4,46,0,4,0,3,2,0,2,5,1
5437,214,4,6,3,4,0,0,5,0,5,6,2
967,110,4,6,4,4,3,0,1,0,1,0,2
423,215,1,16,4,1,2,0,1,3,0,3,2
5801,216,4,47,4,1,2,3,1,3,4,6,1
6796,217,1,70,1,1,2,2,0,4,1,5,0
4426,218,0,61,0,0,1,0,0,1,4,1,0
5248,219,5,6,0,0,0,0,3,0,2,4,2
1124,45,5,33,2,0,2,0,4,2,1,0,1
2718,220,3,56,0,2,2,3,3,1,8,0,1
6538,221,1,27,4,3,1,0,5,3,5,5,2
8909,20,3,26,4,2,0,3,0,2,8,3,2
7884,222,4,63,0,1,0,0,2,5,5,5,0
3445,223,1,26,0,1,1,0,5,3,11,1,2
81,224,1,6,0,3,3,0,5,2,11,4,2
4659,225,1,37,1,4,4,0,5,3,2,2,1
1388,226,5,84,2,0,4,0,3,2,3,5,0
1525,227,5,83,2,0,0,0,1,1,11,3,0
6508,34,1,44,1,1,2,1,5,3,9,6,1
3102,228,5,68,4,5,1,0,4,1,3,6,0
3047,229,0,19,0,3,0,0,3,1,1,0,2
4869,230,5,67,4,1,2,0,4,1,0,3,0
7898,231,2,36,4,0,2,0,3,3,0,2,1
93,232,1,56,1,4,0,0,5,2,7,0,1
9515,233,5,34,2,1,0,0,3,1,2,3,1
6665,234,2,79,2,0,1,0,3,0,9,1,0
4487,235,5,72,4,5,3,0,1,4,8,4,0
7675,236,4,10,3,1,2,1,2,0,3,2,2
3873,237,1,24,0,1,3,3,4,1,6,0,2
9798,238,2,53,2,6,0,0,3,2,11,6,1
4365,239,1,33,0,0,0,0,2,1,6,6,1
3428,240,2,16,4,0,4,0,2,1,11,2,2
4798,241,2,50,4,0,3,0,3,4,4,2,1
7299,242,5,16,2,5,1,0,1,2,2,1,2
9282,243,4,96,3,4,4,1,1,0,2,2,3
2388,244,3,82,4,2,2,3,3,0,3,4,0
1160,245,4,59,3,4,3,3,1,0,7,2,1
5724,246,0,60,0,0,3,0,0,3,0,0,1
8154,247,1,74,1,3,2,0,1,2,7,0,0
4989,248,2,62,4,3,2,0,2,1,7,4,0
3699,249,2,45,4,3,1,0,2,4,11,5,1
1578,250,1,81,4,1,0,0,1,3,0,0,0
4153,251,5,62,4,0,0,0,3,3,1,2,0
9140,252,1,42,4,1,1,0,1,1,3,1,1
9367,253,4,60,3,4,3,0,2,1,5,6,1
8624,254,0,61,2,3,3,1,0,0,2,5,0
802,54,2,83,0,0,3,0,3,1,8,4,0
5913,255,5,94,2,1,2,0,4,2,6,6,3
7693,256,3,75,0,2,0,0,0,3,9,1,0
1609,257,4,81,4,4,1,1,4,3,0,6,0
7490,258,1,94,1,1,2,0,1,0,9,1,3
5320,236,2,23,4,0,2,0,2,0,3,2,2
7217,259,3,12,4,2,2,1,4,3,9,0,2
89,260,2,1,4,3,1,3,3,0,7,4,2
8783,261,3,91,4,2,3,0,3,5,5,6,3
9829,262,2,21,2,3,2,0,3,4,0,0,2
9540,263,4,89,4,4,3,0,1,1,3,2,0
6822,264,1,37,1,0,4,0,5,2,9,0,1
3537,265,1,6,1,1,2,0,5,2,0,3,2
2260,266,4,76,4,4,3,1,0,2,4,2,0
2833,267,3,19,3,2,2,3,0,0,11,3,2
4468,268,3,65,4,4,1,1,0,2,3,2,0
5721,269,4,21,3,4,4,2,0,4,2,3,2
7240,270,1,5,0,4,3,0,5,1,0,5,2
8421,265,2,35,2,3,0,0,2,2,0,3,1
2172,271,4,82,3,3,1,0,0,2,7,1,0
8045,272,2,53,2,6,0,0,2,1,8,2,1
6616,3,2,80,4,3,3,0,2,2,3,2,0
7717,114,3,61,4,4,0,1,1,2,11,5,0
6225,273,2,45,4,2,3,1,3,4,1,4,1
1510,274,2,81,2,6,0,0,3,1,10,6,0
7771,275,2,98,2,3,3,0,2,1,6,4,3
7164,276,0,84,2,1,2,3,0,1,9,1,0
1423,277,4,3,0,4,1,1,1,4,3,1,2
6759,278,5,81,2,1,0,0,3,4,2,1,0
3435,279,0,53,2,1,3,0,6,0,11,5,1
109,280,5,33,2,1,2,0,4,1,3,1,1
5694,281,0,63,0,0,1,0,3,3,6,0,0
8568,282,2,7,1,0,0,0,2,3,1,0,2
6669,283,0,53,0,2,3,2,3,2,6,3,1
1102,284,3,80,0,2,2,3,2,1,5,0,0
5617,285,0,68,0,1,2,2,0,3,11,5,0
9506,67,2,21,0,0,3,0,2,1,7,5,2
8224,25,3,72,3,2,2,3,3,3,2,0,0
8751,286,3,78,4,4,0,0,3,4,3,3,0
6661,287,3,40,4,2,3,2,2,4,3,2,1
631,288,2,73,4,0,1,0,2,0,9,3,0
6940,289,5,79,1,1,4,0,1,2,0,5,0
4860,290,5,66,2,1,2,1,4,1,5,3,0
6618,291,5,61,2,1,0,0,1,1,3,3,0
7602,292,4,26,3,1,3,0,1,1,4,6,2
5855,293,1,50,1,3,3,3,1,2,6,1,1
7509,294,1,80,1,1,1,0,0,2,10,2,0
4259,295,1,41,1,1,1,0,5,2,10,0,1
6000,296,4,94,0,3,1,0,2,4,7,4,3
8587,297,1,84,1,0,1,0,5,3,11,6,0
6494,298,1,92,3,1,4,0,5,0,0,4,3
6896,299,1,49,1,0,3,0,5,0,11,6,1
4172,300,5,95,2,5,2,0,4,1,9,4,3
7878,301,0,85,0,2,4,2,0,3,7,5,0
7830,302,2,75,2,3,0,1,3,1,6,6,0
4768,303,4,17,3,4,0,0,1,1,8,0,2
1667,34,5,81,2,1,3,1,1,3,9,6,0
4182,304,1,67,0,1,1,3,5,0,7,5,0
1633,305,4,96,3,4,4,0,2,3,9,3,3
2052,306,4,5,1,4,2,3,2,4,4,1,2
8604,307,3,76,3,4,4,2,2,2,1,4,0
4621,308,5,99,2,1,3,3,3,4,4,6,3
4033,213,5,99,0,5,2,1,4,0,2,5,3
7449,309,4,72,3,5,3,3,0,4,9,4,0
6211,310,4,99,3,4,4,0,2,2,11,5,3
4955,311,5,81,2,0,4,0,1,4,11,6,0
5074,312,2,41,2,0,0,0,2,2,0,4,1
8345,313,1,68,3,1,0,1,5,0,10,2,0
4778,314,0,62,0,0,2,0,0,2,8,2,0
7621,72,0,59,2,0,0,0,0,2,1,2,1
8215,315,4,84,0,4,2,0,1,3,1,3,0
1622,316,5,2,2,1,2,0,1,5,6,6,2
4820,85,5,80,2,0,2,0,1,3,8,0,0
8189,317,0,91,0,0,2,0,0,2,10,3,3
7021,318,2,48,4,6,0,0,2,2,5,2,1
6064,304,0,67,2,3,1,3,3,0,7,5,0
7804,156,5,68,2,1,4,1,3,5,6,2,0
3578,88,4,65,3,1,4,0,2,1,0,0,0
393,94,4,65,3,4,1,0,0,1,11,6,0
1814,319,2,70,4,2,1,3,3,1,5,1,0
8820,320,3,10,3,2,0,0,4,0,10,3,2
4966,321,3,37,1,4,0,3,0,0,11,2,1
5595,243,3,39,3,2,3,2,2,0,2,2,1
3911,322,4,36,0,5,3,3,0,3,3,1,1
8958,323,1,71,4,4,2,0,0,1,11,4,0
2281,324,2,72,0,3,4,0,2,1,3,0,0
3447,325,3,67,0,2,1,2,0,5,5,6,0
5516,326,4,54,3,4,2,2,4,2,2,1,1
5002,327,5,87,2,1,1,1,3,1,7,4,0
7469,328,5,96,0,1,2,0,4,4,10,6,3
5471,329,4,55,4,4,0,2,1,3,0,1,1
7472,330,0,64,2,0,3,0,0,1,2,0,0
7487,331,5,75,2,1,3,0,4,3,3,1,0
9191,332,5,19,2,0,4,0,1,1,3,3,2
4898,333,5,60,2,5,3,0,4,1,7,5,1
2048,334,0,32,0,3,0,2,0,3,6,1,1
2643,335,2,42,2,0,2,0,3,3,6,4,1
7461,336,0,79,0,2,3,1,3,0,3,1,0
2958,126,2,98,4,3,2,0,3,2,6,0,3
1133,337,3,3,4,2,2,3,3,4,0,6,2
2942,327,3,15,4,2,2,0,3,1,7,4,2
8228,17,5,89,0,1,0,3,3,4,0,5,0
7456,338,5,17,2,0,0,0,4,4,10,2,2
3518,339,2,39,4,3,3,3,3,3,7,5,1
803,340,2,71,2,6,0,0,2,0,1,4,0
1591,341,5,44,2,1,1,3,4,0,1,1,1
6238,322,0,39,0,2,4,2,3,3,3,1,1
6330,342,0,62,0,2,1,3,3,2,6,4,0
2486,343,2,71,2,6,0,0,2,2,1,5,0
3347,344,3,29,4,4,0,0,0,2,0,6,2
1268,345,0,1,0,1,0,0,3,3,11,0,2
6904,346,2,78,4,3,2,0,3,3,6,0,0
8884,347,1,44,0,1,1,0,4,0,5,3,1
3876,348,3,87,4,4,1,2,4,0,10,5,0
4443,349,4,84,4,4,4,0,0,3,2,5,0
3632,350,0,60,1,3,0,3,0,0,8,2,1
6688,351,4,54,4,4,0,3,5,0,7,2,1
8468,239,0,81,2,0,4,0,0,1,6,6,0
2149,352,2,58,4,2,1,0,2,2,1,3,1
3273,353,5,40,2,0,0,0,4,1,10,1,1
5459,354,5,79,4,1,3,0,4,0,6,2,0
6058,355,0,69,0,3,0,3,3,2,8,1,0
5998,356,0,59,2,0,0,0,0,0,6,2,1
2068,357,4,95,1,3,3,3,4,1,4,2,3
1594,358,2,56,2,0,1,0,2,3,3,2,1
15,359,1,28,1,1,0,0,4,0,8,4,2
2703,360,5,7,2,0,4,0,4,0,4,5,2
7087,361,4,41,3,4,2,2,4,5,5,4,1
8809,252,4,63,0,5,3,0,1,1,3,1,0
8939,362,4,31,3,1,0,1,0,0,11,5,1
4859,363,5,60,2,1,2,0,1,0,10,6,1
1096,364,3,83,1,4,0,1,3,3,4,1,0
5030,365,3,88,4,4,0,1,0,3,2,0,0
7226,366,5,29,2,1,2,3,4,2,5,4,2
2916,182,2,82,4,6,2,3,2,1,0,5,0
338,367,1,7,3,1,0,0,4,4,8,1,2
7275,368,5,70,2,0,2,0,4,2,3,6,0
4412,369,4,86,3,5,0,0,4,0,9,6,0
3111,370,2,74,4,0,4,0,3,2,2,1,0
7274,371,2,61,2,2,0,0,2,4,4,4,0
10007,154,4,66,0,4,2,0,5,3,10,4,0
8954,372,1,59,1,1,0,3,5,2,5,4,1
268,373,1,24,0,1,3,2,5,0,5,3,2
4381,374,5,48,1,1,3,0,4,4,4,3,1
8985,375,3,97,4,4,3,0,2,4,3,4,3
8534,376,3,82,1,4,4,3,2,2,3,4,0
5963,377,2,10,2,0,2,0,2,5,6,1,2
1514,46,5,45,2,1,1,0,4,3,1,2,1
4232,378,0,46,0,1,3,2,3,1,0,4,1
7558,257,5,60,2,6,2,0,1,3,0,6,1
9740,107,2,69,4,0,2,0,3,1,6,1,0
8395,379,4,12,1,1,1,3,4,2,9,3,2
7664,380,5,18,0,5,2,0,4,2,5,4,2
508,381,2,40,2,2,3,0,3,2,7,4,1
9247,116,2,17,2,3,3,0,3,2,3,5,2
9509,382,4,15,0,4,3,3,0,3,0,2,2
3129,383,2,79,4,0,0,0,3,2,8,0,0
4678,384,4,80,3,5,1,0,2,2,11,5,0
372,385,2,50,2,3,2,3,2,1,11,3,1
4099,386,0,92,2,2,4,2,0,4,11,2,3
8257,168,2,65,2,3,0,0,2,3,11,6,0
4677,387,3,22,1,2,2,3,2,4,11,3,2
6132,105,0,43,0,2,1,3,0,2,5,2,1
2694,102,5,44,0,0,1,0,4,0,10,2,1
1036,388,2,6,2,0,2,0,3,2,0,6,2
5968,389,0,40,0,0,0,0,0,2,1,0,1
5099,390,0,29,2,0,1,0,0,1,10,4,2
6394,47,3,84,4,2,0,3,2,0,0,1,0
9831,391,4,3,1,3,0,2,2,3,10,0,2
1710,392,1,51,0,1,1,3,1,5,6,2,1
681,393,1,94,1,0,0,0,1,1,0,4,3
5631,394,4,95,3,5,0,0,4,1,8,5,3
5826,395,1,87,0,1,0,0,4,2,10,6,0
5206,396,3,50,3,4,2,2,3,2,3,0,1
741,397,1,60,1,3,0,0,5,0,0,4,1
3563,152,1,90,3,1,3,0,4,2,10,4,0
576,398,5,98,2,1,0,0,4,0,3,3,3
9279,399,2,67,4,6,2,1,2,1,9,5,0
2954,400,3,21,4,2,0,1,4,0,1,3,2
7988,401,0,70,2,0,0,0,0,1,10,3,0
1574,402,0,54,1,2,2,3,0,3,4,4,1
102,120,5,22,4,0,0,0,1,2,3,6,2
3039,403,5,60,2,1,0,1,3,0,10,3,1
7272,147,1,80,0,1,2,3,5,2,10,2,0
308,404,1,96,1,3,2,0,0,2,6,5,3
77,405,1,89,1,1,3,0,5,0,6,1,0
6823,406,3,50,4,2,0,3,0,4,2,2,1
8717,407,0,75,2,0,3,0,3,2,5,1,0
1222,408,1,24,0,1,4,3,5,0,8,3,2
7818,409,0,35,0,1,2,2,0,4,10,2,1
8298,404,0,91,0,0,1,0,3,2,6,5,3
9034,410,1,48,1,1,0,0,1,2,8,1,1
8499,411,5,18,0,0,0,0,4,1,9,2,2
1795,412,5,55,2,0,0,0,3,3,7,3,1
3509,357,3,13,4,2,2,2,2,1,4,2,2
491,413,4,57,3,4,2,3,0,4,3,0,1
2216,414,5,58,4,0,0,0,4,3,2,4,1
351,415,5,84,2,0,0,0,4,3,4,2,0
5538,416,5,4,0,6,0,1,1,2,4,2,2
8447,417,5,16,2,0,0,0,4,2,5,6,2
1488,418,5,5,4,1,0,1,4,4,1,4,2
5150,419,2,44,4,0,0,0,2,1,11,3,1
6834,103,1,51,1,1,2,3,5,0,6,2,1
8795,420,1,83,1,1,3,0,5,2,9,3,0
4976,200,4,7,1,4,3,3,2,0,11,1,2
6395,284,5,34,2,5,2,0,3,1,5,0,1
2637,421,3,9,3,2,0,2,1,3,5,2,2
4,422,2,33,4,2,3,1,2,2,5,0,1
2240,52,2,51,4,3,3,0,2,2,9,5,1
4874,423,0,84,2,1,2,3,0,0,8,3,0
865,424,5,21,1,1,0,0,1,1,10,2,2
7048,425,0,64,0,2,2,2,0,4,3,4,0
5945,426,2,50,2,0,4,0,2,1,4,4,1
632,427,3,71,0,2,0,2,5,4,1,5,0
295,428,5,53,2,1,3,0,1,0,4,3,1
2041,429,5,39,0,1,4,3,4,1,3,1,1
676,430,3,92,3,2,2,3,2,2,6,5,3
9011,431,3,55,3,6,0,0,3,3,10,2,1
8349,432,2,57,4,3,3,0,3,0,2,3,1
9793,121,0,33,0,0,3,0,3,1,7,5,1
1648,149,4,93,4,4,1,3,2,4,0,4,3
5220,433,3,98,1,2,2,2,2,1,11,4,3
7276,434,1,59,4,0,1,0,2,1,10,4,1
2550,435,4,90,0,1,2,0,2,4,4,2,0
2242,436,5,50,1,1,1,0,3,4,2,1,1
7039,437,1,39,1,1,3,0,5,1,1,2,1
6562,438,2,97,4,3,2,0,3,3,6,5,3
6276,350,3,54,4,2,2,2,3,0,8,2,1
7103,439,0,43,0,2,1,0,3,3,8,4,1
7493,440,3,54,4,2,3,1,2,2,2,3,1
1119,441,2,60,2,0,0,0,2,3,2,6,1
457,442,2,1,4,3,4,0,3,1,7,2,2
6353,443,5,88,2,0,2,0,4,4,9,4,0
10067,444,1,3,1,1,1,0,5,2,0,5,2
136,445,2,87,2,0,4,0,2,4,1,6,0
1805,446,1,10,4,1,0,0,1,2,7,2,2
3439,447,4,48,3,5,4,0,4,1,5,0,1
2938,448,1,38,1,3,1,0,1,3,4,3,1
8389,449,4,82,3,4,2,0,2,0,2,4,0
7565,330,1,21,4,1,3,0,1,1,2,0,2
6162,450,1,40,1,1,0,0,4,4,11,4,1
